Provincias;Ramas de actividad;Magnitud;periodo;Total
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;8,0
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;7,9
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);6,2
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;6,2
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;6,9
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;6,7
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);21,6
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;21,5
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;21,4
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;21,3
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);20,1
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;19,8
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;19,7
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;19,6
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);65,7
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2020;65,5
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2019;69,2
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2018;68,2
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);54,9
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;54,4
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;56,1
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;55,4
35 Palmas, Las;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);422,2
35 Palmas, Las;TOTAL PERSONAS;Empleo total (miles de personas);2020;410,6
35 Palmas, Las;TOTAL PERSONAS;Empleo total (miles de personas);2019;440,5
35 Palmas, Las;TOTAL PERSONAS;Empleo total (miles de personas);2018;427,7
35 Palmas, Las;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);365,3
35 Palmas, Las;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;354,5
35 Palmas, Las;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;385,6
35 Palmas, Las;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;370,4
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);8,2
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;7,7
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;8,0
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;8,2
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);6,4
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;6,3
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;6,5
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;6,7
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);21,2
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;21,2
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;21,4
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;21,2
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);18,8
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;19,1
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;19,7
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;19,4
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);14,6
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;14,9
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;15,4
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;15,0
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);12,4
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;13,1
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;13,7
35 Palmas, Las;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;13,3
35 Palmas, Las;F. Construcción;Empleo total (miles de personas);2021(P);27,9
35 Palmas, Las;F. Construcción;Empleo total (miles de personas);2020;26,0
35 Palmas, Las;F. Construcción;Empleo total (miles de personas);2019;25,6
35 Palmas, Las;F. Construcción;Empleo total (miles de personas);2018;22,5
35 Palmas, Las;F. Construcción;Empleo asalariado (miles de personas);2021(P);23,9
35 Palmas, Las;F. Construcción;Empleo asalariado (miles de personas);2020;22,4
35 Palmas, Las;F. Construcción;Empleo asalariado (miles de personas);2019;22,7
35 Palmas, Las;F. Construcción;Empleo asalariado (miles de personas);2018;19,9
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);172,0
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;175,0
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;202,1
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;195,3
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);145,1
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;147,8
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;174,3
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;164,6
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);57,8
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;57,4
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;60,5
