,comunidad_autonoma,provincias,edad (3 grupos de edad),españoles/extranjeros,sexo,año,total
0,Castilla-La Mancha,Albacete,0-15 años,Españoles,Hombres,2021,27304
1,Castilla-La Mancha,Albacete,0-15 años,Españoles,Hombres,2020,27979
2,Castilla-La Mancha,Albacete,0-15 años,Españoles,Hombres,2019,28513
3,Castilla-La Mancha,Albacete,0-15 años,Españoles,Mujeres,2021,25547
4,Castilla-La Mancha,Albacete,0-15 años,Españoles,Mujeres,2020,25953
5,Castilla-La Mancha,Albacete,0-15 años,Españoles,Mujeres,2019,26515
6,Castilla-La Mancha,Albacete,0-15 años,Extranjeros,Hombres,2021,2452
7,Castilla-La Mancha,Albacete,0-15 años,Extranjeros,Hombres,2020,2445
8,Castilla-La Mancha,Albacete,0-15 años,Extranjeros,Hombres,2019,2278
9,Castilla-La Mancha,Albacete,0-15 años,Extranjeros,Mujeres,2021,2248
10,Castilla-La Mancha,Albacete,0-15 años,Extranjeros,Mujeres,2020,2191
11,Castilla-La Mancha,Albacete,0-15 años,Extranjeros,Mujeres,2019,2157
12,Castilla-La Mancha,Albacete,16-64 años,Españoles,Hombres,2021,118339
13,Castilla-La Mancha,Albacete,16-64 años,Españoles,Hombres,2020,118606
14,Castilla-La Mancha,Albacete,16-64 años,Españoles,Hombres,2019,119164
15,Castilla-La Mancha,Albacete,16-64 años,Españoles,Mujeres,2021,114163
16,Castilla-La Mancha,Albacete,16-64 años,Españoles,Mujeres,2020,114793
17,Castilla-La Mancha,Albacete,16-64 años,Españoles,Mujeres,2019,115270
18,Castilla-La Mancha,Albacete,16-64 años,Extranjeros,Hombres,2021,11655
19,Castilla-La Mancha,Albacete,16-64 años,Extranjeros,Hombres,2020,11488
20,Castilla-La Mancha,Albacete,16-64 años,Extranjeros,Hombres,2019,10695
21,Castilla-La Mancha,Albacete,16-64 años,Extranjeros,Mujeres,2021,9637
22,Castilla-La Mancha,Albacete,16-64 años,Extranjeros,Mujeres,2020,9436
23,Castilla-La Mancha,Albacete,16-64 años,Extranjeros,Mujeres,2019,8781
24,Castilla-La Mancha,Albacete,65 y más,Españoles,Hombres,2021,33108
25,Castilla-La Mancha,Albacete,65 y más,Españoles,Hombres,2020,33242
26,Castilla-La Mancha,Albacete,65 y más,Españoles,Hombres,2019,32971
27,Castilla-La Mancha,Albacete,65 y más,Españoles,Mujeres,2021,41204
28,Castilla-La Mancha,Albacete,65 y más,Españoles,Mujeres,2020,41373
29,Castilla-La Mancha,Albacete,65 y más,Españoles,Mujeres,2019,41148
30,Castilla-La Mancha,Albacete,65 y más,Extranjeros,Hombres,2021,347
31,Castilla-La Mancha,Albacete,65 y más,Extranjeros,Hombres,2020,321
32,Castilla-La Mancha,Albacete,65 y más,Extranjeros,Hombres,2019,290
33,Castilla-La Mancha,Albacete,65 y más,Extranjeros,Mujeres,2021,460
34,Castilla-La Mancha,Albacete,65 y más,Extranjeros,Mujeres,2020,443
35,Castilla-La Mancha,Albacete,65 y más,Extranjeros,Mujeres,2019,385
36,Comunidad Valenciana,Alicante/Alacant,0-15 años,Españoles,Hombres,2021,121579
37,Comunidad Valenciana,Alicante/Alacant,0-15 años,Españoles,Hombres,2020,123879
38,Comunidad Valenciana,Alicante/Alacant,0-15 años,Españoles,Hombres,2019,125807
39,Comunidad Valenciana,Alicante/Alacant,0-15 años,Españoles,Mujeres,2021,114198
40,Comunidad Valenciana,Alicante/Alacant,0-15 años,Españoles,Mujeres,2020,116230
41,Comunidad Valenciana,Alicante/Alacant,0-15 años,Españoles,Mujeres,2019,118118
42,Comunidad Valenciana,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2021,25690
43,Comunidad Valenciana,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2020,26167
44,Comunidad Valenciana,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2019,24426
45,Comunidad Valenciana,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2021,24468
46,Comunidad Valenciana,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2020,24953
47,Comunidad Valenciana,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2019,23344
48,Comunidad Valenciana,Alicante/Alacant,16-64 años,Españoles,Hombres,2021,490091
49,Comunidad Valenciana,Alicante/Alacant,16-64 años,Españoles,Hombres,2020,488873
50,Comunidad Valenciana,Alicante/Alacant,16-64 años,Españoles,Hombres,2019,488464
51,Comunidad Valenciana,Alicante/Alacant,16-64 años,Españoles,Mujeres,2021,480834
52,Comunidad Valenciana,Alicante/Alacant,16-64 años,Españoles,Mujeres,2020,480020
53,Comunidad Valenciana,Alicante/Alacant,16-64 años,Españoles,Mujeres,2019,480081
54,Comunidad Valenciana,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2021,123928
55,Comunidad Valenciana,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2020,124773
56,Comunidad Valenciana,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2019,116977
57,Comunidad Valenciana,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2021,122417
58,Comunidad Valenciana,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2020,121991
59,Comunidad Valenciana,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2019,114914
60,Comunidad Valenciana,Alicante/Alacant,65 y más,Españoles,Hombres,2021,132094
61,Comunidad Valenciana,Alicante/Alacant,65 y más,Españoles,Hombres,2020,129671
62,Comunidad Valenciana,Alicante/Alacant,65 y más,Españoles,Hombres,2019,127087
63,Comunidad Valenciana,Alicante/Alacant,65 y más,Españoles,Mujeres,2021,169543
64,Comunidad Valenciana,Alicante/Alacant,65 y más,Españoles,Mujeres,2020,166597
65,Comunidad Valenciana,Alicante/Alacant,65 y más,Españoles,Mujeres,2019,163672
66,Comunidad Valenciana,Alicante/Alacant,65 y más,Extranjeros,Hombres,2021,38636
67,Comunidad Valenciana,Alicante/Alacant,65 y más,Extranjeros,Hombres,2020,38493
68,Comunidad Valenciana,Alicante/Alacant,65 y más,Extranjeros,Hombres,2019,38154
69,Comunidad Valenciana,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2021,38284
70,Comunidad Valenciana,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2020,38241
71,Comunidad Valenciana,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2019,37639
72,Andalucía,Almería,0-15 años,Españoles,Hombres,2021,52239
73,Andalucía,Almería,0-15 años,Españoles,Hombres,2020,52824
74,Andalucía,Almería,0-15 años,Españoles,Hombres,2019,53087
75,Andalucía,Almería,0-15 años,Españoles,Mujeres,2021,49554
76,Andalucía,Almería,0-15 años,Españoles,Mujeres,2020,50175
77,Andalucía,Almería,0-15 años,Españoles,Mujeres,2019,50402
78,Andalucía,Almería,0-15 años,Extranjeros,Hombres,2021,14310
79,Andalucía,Almería,0-15 años,Extranjeros,Hombres,2020,14105
80,Andalucía,Almería,0-15 años,Extranjeros,Hombres,2019,13280
81,Andalucía,Almería,0-15 años,Extranjeros,Mujeres,2021,13471
82,Andalucía,Almería,0-15 años,Extranjeros,Mujeres,2020,13379
83,Andalucía,Almería,0-15 años,Extranjeros,Mujeres,2019,12602
84,Andalucía,Almería,16-64 años,Españoles,Hombres,2021,190108
85,Andalucía,Almería,16-64 años,Españoles,Hombres,2020,189607
86,Andalucía,Almería,16-64 años,Españoles,Hombres,2019,189308
87,Andalucía,Almería,16-64 años,Españoles,Mujeres,2021,186075
88,Andalucía,Almería,16-64 años,Españoles,Mujeres,2020,185285
89,Andalucía,Almería,16-64 años,Españoles,Mujeres,2019,184805
90,Andalucía,Almería,16-64 años,Extranjeros,Hombres,2021,66062
91,Andalucía,Almería,16-64 años,Extranjeros,Hombres,2020,65918
92,Andalucía,Almería,16-64 años,Extranjeros,Hombres,2019,62493
93,Andalucía,Almería,16-64 años,Extranjeros,Mujeres,2021,48660
94,Andalucía,Almería,16-64 años,Extranjeros,Mujeres,2020,47971
95,Andalucía,Almería,16-64 años,Extranjeros,Mujeres,2019,45278
96,Andalucía,Almería,65 y más,Españoles,Hombres,2021,43214
97,Andalucía,Almería,65 y más,Españoles,Hombres,2020,42233
98,Andalucía,Almería,65 y más,Españoles,Hombres,2019,41168
99,Andalucía,Almería,65 y más,Españoles,Mujeres,2021,54245
100,Andalucía,Almería,65 y más,Españoles,Mujeres,2020,53226
101,Andalucía,Almería,65 y más,Españoles,Mujeres,2019,52142
102,Andalucía,Almería,65 y más,Extranjeros,Hombres,2021,7203
103,Andalucía,Almería,65 y más,Extranjeros,Hombres,2020,6871
104,Andalucía,Almería,65 y más,Extranjeros,Hombres,2019,6365
105,Andalucía,Almería,65 y más,Extranjeros,Mujeres,2021,6651
106,Andalucía,Almería,65 y más,Extranjeros,Mujeres,2020,6351
107,Andalucía,Almería,65 y más,Extranjeros,Mujeres,2019,5890
108,País Vasco,Araba/Álava,0-15 años,Españoles,Hombres,2021,23408
109,País Vasco,Araba/Álava,0-15 años,Españoles,Hombres,2020,23695
110,País Vasco,Araba/Álava,0-15 años,Españoles,Hombres,2019,23942
111,País Vasco,Araba/Álava,0-15 años,Españoles,Mujeres,2021,21947
112,País Vasco,Araba/Álava,0-15 años,Españoles,Mujeres,2020,22182
113,País Vasco,Araba/Álava,0-15 años,Españoles,Mujeres,2019,22401
114,País Vasco,Araba/Álava,0-15 años,Extranjeros,Hombres,2021,3069
115,País Vasco,Araba/Álava,0-15 años,Extranjeros,Hombres,2020,3252
116,País Vasco,Araba/Álava,0-15 años,Extranjeros,Hombres,2019,3121
117,País Vasco,Araba/Álava,0-15 años,Extranjeros,Mujeres,2021,2976
118,País Vasco,Araba/Álava,0-15 años,Extranjeros,Mujeres,2020,3097
119,País Vasco,Araba/Álava,0-15 años,Extranjeros,Mujeres,2019,2934
120,País Vasco,Araba/Álava,16-64 años,Españoles,Hombres,2021,93014
121,País Vasco,Araba/Álava,16-64 años,Españoles,Hombres,2020,93338
122,País Vasco,Araba/Álava,16-64 años,Españoles,Hombres,2019,93644
123,País Vasco,Araba/Álava,16-64 años,Españoles,Mujeres,2021,92248
124,País Vasco,Araba/Álava,16-64 años,Españoles,Mujeres,2020,92747
125,País Vasco,Araba/Álava,16-64 años,Españoles,Mujeres,2019,93074
126,País Vasco,Araba/Álava,16-64 años,Extranjeros,Hombres,2021,13012
127,País Vasco,Araba/Álava,16-64 años,Extranjeros,Hombres,2020,12870
128,País Vasco,Araba/Álava,16-64 años,Extranjeros,Hombres,2019,12095
129,País Vasco,Araba/Álava,16-64 años,Extranjeros,Mujeres,2021,12418
130,País Vasco,Araba/Álava,16-64 años,Extranjeros,Mujeres,2020,12283
131,País Vasco,Araba/Álava,16-64 años,Extranjeros,Mujeres,2019,11437
132,País Vasco,Araba/Álava,65 y más,Españoles,Hombres,2021,31393
133,País Vasco,Araba/Álava,65 y más,Españoles,Hombres,2020,31035
134,País Vasco,Araba/Álava,65 y más,Españoles,Hombres,2019,30425
135,País Vasco,Araba/Álava,65 y más,Españoles,Mujeres,2021,39187
136,País Vasco,Araba/Álava,65 y más,Españoles,Mujeres,2020,38527
137,País Vasco,Araba/Álava,65 y más,Españoles,Mujeres,2019,37728
138,País Vasco,Araba/Álava,65 y más,Extranjeros,Hombres,2021,356
139,País Vasco,Araba/Álava,65 y más,Extranjeros,Hombres,2020,334
140,País Vasco,Araba/Álava,65 y más,Extranjeros,Hombres,2019,272
141,País Vasco,Araba/Álava,65 y más,Extranjeros,Mujeres,2021,598
142,País Vasco,Araba/Álava,65 y más,Extranjeros,Mujeres,2020,580
143,País Vasco,Araba/Álava,65 y más,Extranjeros,Mujeres,2019,476
144,Asturias,Asturias,0-15 años,Españoles,Hombres,2021,56108
145,Asturias,Asturias,0-15 años,Españoles,Hombres,2020,57298
146,Asturias,Asturias,0-15 años,Españoles,Hombres,2019,58440
147,Asturias,Asturias,0-15 años,Españoles,Mujeres,2021,52991
148,Asturias,Asturias,0-15 años,Españoles,Mujeres,2020,54177
149,Asturias,Asturias,0-15 años,Españoles,Mujeres,2019,55289
150,Asturias,Asturias,0-15 años,Extranjeros,Hombres,2021,3079
151,Asturias,Asturias,0-15 años,Extranjeros,Hombres,2020,3158
152,Asturias,Asturias,0-15 años,Extranjeros,Hombres,2019,2871
153,Asturias,Asturias,0-15 años,Extranjeros,Mujeres,2021,2934
154,Asturias,Asturias,0-15 años,Extranjeros,Mujeres,2020,2942
155,Asturias,Asturias,0-15 años,Extranjeros,Mujeres,2019,2737
156,Asturias,Asturias,16-64 años,Españoles,Hombres,2021,293967
157,Asturias,Asturias,16-64 años,Españoles,Hombres,2020,297245
158,Asturias,Asturias,16-64 años,Españoles,Hombres,2019,301546
159,Asturias,Asturias,16-64 años,Españoles,Mujeres,2021,296923
160,Asturias,Asturias,16-64 años,Españoles,Mujeres,2020,300516
161,Asturias,Asturias,16-64 años,Españoles,Mujeres,2019,304914
162,Asturias,Asturias,16-64 años,Extranjeros,Hombres,2021,16886
163,Asturias,Asturias,16-64 años,Extranjeros,Hombres,2020,16903
164,Asturias,Asturias,16-64 años,Extranjeros,Hombres,2019,15609
165,Asturias,Asturias,16-64 años,Extranjeros,Mujeres,2021,20065
166,Asturias,Asturias,16-64 años,Extranjeros,Mujeres,2020,19978
167,Asturias,Asturias,16-64 años,Extranjeros,Mujeres,2019,18401
168,Asturias,Asturias,65 y más,Españoles,Hombres,2021,111584
169,Asturias,Asturias,65 y más,Españoles,Hombres,2020,110476
170,Asturias,Asturias,65 y más,Españoles,Hombres,2019,108815
171,Asturias,Asturias,65 y más,Españoles,Mujeres,2021,154774
172,Asturias,Asturias,65 y más,Españoles,Mujeres,2020,153751
173,Asturias,Asturias,65 y más,Españoles,Mujeres,2019,152170
174,Asturias,Asturias,65 y más,Extranjeros,Hombres,2021,1041
175,Asturias,Asturias,65 y más,Extranjeros,Hombres,2020,986
176,Asturias,Asturias,65 y más,Extranjeros,Hombres,2019,856
177,Asturias,Asturias,65 y más,Extranjeros,Mujeres,2021,1440
178,Asturias,Asturias,65 y más,Extranjeros,Mujeres,2020,1354
179,Asturias,Asturias,65 y más,Extranjeros,Mujeres,2019,1152
180,Castilla y León,Ávila,0-15 años,Españoles,Hombres,2021,9279
181,Castilla y León,Ávila,0-15 años,Españoles,Hombres,2020,9370
182,Castilla y León,Ávila,0-15 años,Españoles,Hombres,2019,9387
183,Castilla y León,Ávila,0-15 años,Españoles,Mujeres,2021,8638
184,Castilla y León,Ávila,0-15 años,Españoles,Mujeres,2020,8669
185,Castilla y León,Ávila,0-15 años,Españoles,Mujeres,2019,8753
186,Castilla y León,Ávila,0-15 años,Extranjeros,Hombres,2021,1132
187,Castilla y León,Ávila,0-15 años,Extranjeros,Hombres,2020,1117
188,Castilla y León,Ávila,0-15 años,Extranjeros,Hombres,2019,988
189,Castilla y León,Ávila,0-15 años,Extranjeros,Mujeres,2021,1047
190,Castilla y León,Ávila,0-15 años,Extranjeros,Mujeres,2020,1033
191,Castilla y León,Ávila,0-15 años,Extranjeros,Mujeres,2019,914
192,Castilla y León,Ávila,16-64 años,Españoles,Hombres,2021,46251
193,Castilla y León,Ávila,16-64 años,Españoles,Hombres,2020,45880
194,Castilla y León,Ávila,16-64 años,Españoles,Hombres,2019,46432
195,Castilla y León,Ávila,16-64 años,Españoles,Mujeres,2021,42923
196,Castilla y León,Ávila,16-64 años,Españoles,Mujeres,2020,42511
197,Castilla y León,Ávila,16-64 años,Españoles,Mujeres,2019,42915
198,Castilla y León,Ávila,16-64 años,Extranjeros,Hombres,2021,3792
199,Castilla y León,Ávila,16-64 años,Extranjeros,Hombres,2020,3807
200,Castilla y León,Ávila,16-64 años,Extranjeros,Hombres,2019,3423
201,Castilla y León,Ávila,16-64 años,Extranjeros,Mujeres,2021,4142
202,Castilla y León,Ávila,16-64 años,Extranjeros,Mujeres,2020,4145
203,Castilla y León,Ávila,16-64 años,Extranjeros,Mujeres,2019,3798
204,Castilla y León,Ávila,65 y más,Españoles,Hombres,2021,18938
205,Castilla y León,Ávila,65 y más,Españoles,Hombres,2020,18774
206,Castilla y León,Ávila,65 y más,Españoles,Hombres,2019,18700
207,Castilla y León,Ávila,65 y más,Españoles,Mujeres,2021,21872
208,Castilla y León,Ávila,65 y más,Españoles,Mujeres,2020,21988
209,Castilla y León,Ávila,65 y más,Españoles,Mujeres,2019,22004
210,Castilla y León,Ávila,65 y más,Extranjeros,Hombres,2021,170
211,Castilla y León,Ávila,65 y más,Extranjeros,Hombres,2020,161
212,Castilla y León,Ávila,65 y más,Extranjeros,Hombres,2019,141
213,Castilla y León,Ávila,65 y más,Extranjeros,Mujeres,2021,237
214,Castilla y León,Ávila,65 y más,Extranjeros,Mujeres,2020,209
215,Castilla y León,Ávila,65 y más,Extranjeros,Mujeres,2019,185
216,Extremadura,Badajoz,0-15 años,Españoles,Hombres,2021,49620
217,Extremadura,Badajoz,0-15 años,Españoles,Hombres,2020,50481
218,Extremadura,Badajoz,0-15 años,Españoles,Hombres,2019,51393
219,Extremadura,Badajoz,0-15 años,Españoles,Mujeres,2021,46957
220,Extremadura,Badajoz,0-15 años,Españoles,Mujeres,2020,47847
221,Extremadura,Badajoz,0-15 años,Españoles,Mujeres,2019,48708
222,Extremadura,Badajoz,0-15 años,Extranjeros,Hombres,2021,1803
223,Extremadura,Badajoz,0-15 años,Extranjeros,Hombres,2020,1779
224,Extremadura,Badajoz,0-15 años,Extranjeros,Hombres,2019,1655
225,Extremadura,Badajoz,0-15 años,Extranjeros,Mujeres,2021,1666
226,Extremadura,Badajoz,0-15 años,Extranjeros,Mujeres,2020,1662
227,Extremadura,Badajoz,0-15 años,Extranjeros,Mujeres,2019,1573
228,Extremadura,Badajoz,16-64 años,Españoles,Hombres,2021,213216
229,Extremadura,Badajoz,16-64 años,Españoles,Hombres,2020,214177
230,Extremadura,Badajoz,16-64 años,Españoles,Hombres,2019,215536
231,Extremadura,Badajoz,16-64 años,Españoles,Mujeres,2021,206848
232,Extremadura,Badajoz,16-64 años,Españoles,Mujeres,2020,207509
233,Extremadura,Badajoz,16-64 años,Españoles,Mujeres,2019,208499
234,Extremadura,Badajoz,16-64 años,Extranjeros,Hombres,2021,7776
235,Extremadura,Badajoz,16-64 años,Extranjeros,Hombres,2020,7765
236,Extremadura,Badajoz,16-64 años,Extranjeros,Hombres,2019,7218
237,Extremadura,Badajoz,16-64 años,Extranjeros,Mujeres,2021,9086
238,Extremadura,Badajoz,16-64 años,Extranjeros,Mujeres,2020,8925
239,Extremadura,Badajoz,16-64 años,Extranjeros,Mujeres,2019,8211
240,Extremadura,Badajoz,65 y más,Españoles,Hombres,2021,58162
241,Extremadura,Badajoz,65 y más,Españoles,Hombres,2020,57581
242,Extremadura,Badajoz,65 y más,Españoles,Hombres,2019,56934
243,Extremadura,Badajoz,65 y más,Españoles,Mujeres,2021,73857
244,Extremadura,Badajoz,65 y más,Españoles,Mujeres,2020,73512
245,Extremadura,Badajoz,65 y más,Españoles,Mujeres,2019,73030
246,Extremadura,Badajoz,65 y más,Extranjeros,Hombres,2021,448
247,Extremadura,Badajoz,65 y más,Extranjeros,Hombres,2020,421
248,Extremadura,Badajoz,65 y más,Extranjeros,Hombres,2019,376
249,Extremadura,Badajoz,65 y más,Extranjeros,Mujeres,2021,504
250,Extremadura,Badajoz,65 y más,Extranjeros,Mujeres,2020,478
251,Extremadura,Badajoz,65 y más,Extranjeros,Mujeres,2019,426
252,Islas Baleares,"Balears, Illes",0-15 años,Españoles,Hombres,2021,77855
253,Islas Baleares,"Balears, Illes",0-15 años,Españoles,Hombres,2020,79066
254,Islas Baleares,"Balears, Illes",0-15 años,Españoles,Hombres,2019,79945
255,Islas Baleares,"Balears, Illes",0-15 años,Españoles,Mujeres,2021,73591
256,Islas Baleares,"Balears, Illes",0-15 años,Españoles,Mujeres,2020,74641
257,Islas Baleares,"Balears, Illes",0-15 años,Españoles,Mujeres,2019,75355
258,Islas Baleares,"Balears, Illes",0-15 años,Extranjeros,Hombres,2021,16174
259,Islas Baleares,"Balears, Illes",0-15 años,Extranjeros,Hombres,2020,16175
260,Islas Baleares,"Balears, Illes",0-15 años,Extranjeros,Hombres,2019,15163
261,Islas Baleares,"Balears, Illes",0-15 años,Extranjeros,Mujeres,2021,15394
262,Islas Baleares,"Balears, Illes",0-15 años,Extranjeros,Mujeres,2020,15382
263,Islas Baleares,"Balears, Illes",0-15 años,Extranjeros,Mujeres,2019,14560
264,Islas Baleares,"Balears, Illes",16-64 años,Españoles,Hombres,2021,319697
265,Islas Baleares,"Balears, Illes",16-64 años,Españoles,Hombres,2020,319755
266,Islas Baleares,"Balears, Illes",16-64 años,Españoles,Hombres,2019,317084
267,Islas Baleares,"Balears, Illes",16-64 años,Españoles,Mujeres,2021,310502
268,Islas Baleares,"Balears, Illes",16-64 años,Españoles,Mujeres,2020,310582
269,Islas Baleares,"Balears, Illes",16-64 años,Españoles,Mujeres,2019,308383
270,Islas Baleares,"Balears, Illes",16-64 años,Extranjeros,Hombres,2021,87712
271,Islas Baleares,"Balears, Illes",16-64 años,Extranjeros,Hombres,2020,87781
272,Islas Baleares,"Balears, Illes",16-64 años,Extranjeros,Hombres,2019,81176
273,Islas Baleares,"Balears, Illes",16-64 años,Extranjeros,Mujeres,2021,84721
274,Islas Baleares,"Balears, Illes",16-64 años,Extranjeros,Mujeres,2020,84937
275,Islas Baleares,"Balears, Illes",16-64 años,Extranjeros,Mujeres,2019,79150
276,Islas Baleares,"Balears, Illes",65 y más,Españoles,Hombres,2021,75923
277,Islas Baleares,"Balears, Illes",65 y más,Españoles,Hombres,2020,74297
278,Islas Baleares,"Balears, Illes",65 y más,Españoles,Hombres,2019,72522
279,Islas Baleares,"Balears, Illes",65 y más,Españoles,Mujeres,2021,95143
280,Islas Baleares,"Balears, Illes",65 y más,Españoles,Mujeres,2020,93167
281,Islas Baleares,"Balears, Illes",65 y más,Españoles,Mujeres,2019,91184
282,Islas Baleares,"Balears, Illes",65 y más,Extranjeros,Hombres,2021,7492
283,Islas Baleares,"Balears, Illes",65 y más,Extranjeros,Hombres,2020,7224
284,Islas Baleares,"Balears, Illes",65 y más,Extranjeros,Hombres,2019,6867
285,Islas Baleares,"Balears, Illes",65 y más,Extranjeros,Mujeres,2021,8804
286,Islas Baleares,"Balears, Illes",65 y más,Extranjeros,Mujeres,2020,8536
287,Islas Baleares,"Balears, Illes",65 y más,Extranjeros,Mujeres,2019,8071
288,Cataluña,Barcelona,0-15 años,Españoles,Hombres,2021,390709
289,Cataluña,Barcelona,0-15 años,Españoles,Hombres,2020,400042
290,Cataluña,Barcelona,0-15 años,Españoles,Hombres,2019,406857
291,Cataluña,Barcelona,0-15 años,Españoles,Mujeres,2021,368763
292,Cataluña,Barcelona,0-15 años,Españoles,Mujeres,2020,377523
293,Cataluña,Barcelona,0-15 años,Españoles,Mujeres,2019,384000
294,Cataluña,Barcelona,0-15 años,Extranjeros,Hombres,2021,66671
295,Cataluña,Barcelona,0-15 años,Extranjeros,Hombres,2020,68576
296,Cataluña,Barcelona,0-15 años,Extranjeros,Hombres,2019,63456
297,Cataluña,Barcelona,0-15 años,Extranjeros,Mujeres,2021,62530
298,Cataluña,Barcelona,0-15 años,Extranjeros,Mujeres,2020,64219
299,Cataluña,Barcelona,0-15 años,Extranjeros,Mujeres,2019,59207
300,Cataluña,Barcelona,16-64 años,Españoles,Hombres,2021,1506091
301,Cataluña,Barcelona,16-64 años,Españoles,Hombres,2020,1506464
302,Cataluña,Barcelona,16-64 años,Españoles,Hombres,2019,1506278
303,Cataluña,Barcelona,16-64 años,Españoles,Mujeres,2021,1518234
304,Cataluña,Barcelona,16-64 años,Españoles,Mujeres,2020,1519981
305,Cataluña,Barcelona,16-64 años,Españoles,Mujeres,2019,1522017
306,Cataluña,Barcelona,16-64 años,Extranjeros,Hombres,2021,366417
307,Cataluña,Barcelona,16-64 años,Extranjeros,Hombres,2020,369365
308,Cataluña,Barcelona,16-64 años,Extranjeros,Hombres,2019,334255
309,Cataluña,Barcelona,16-64 años,Extranjeros,Mujeres,2021,344414
310,Cataluña,Barcelona,16-64 años,Extranjeros,Mujeres,2020,349893
311,Cataluña,Barcelona,16-64 años,Extranjeros,Mujeres,2019,319265
312,Cataluña,Barcelona,65 y más,Españoles,Hombres,2021,447928
313,Cataluña,Barcelona,65 y más,Españoles,Hombres,2020,446745
314,Cataluña,Barcelona,65 y más,Españoles,Hombres,2019,440376
315,Cataluña,Barcelona,65 y más,Españoles,Mujeres,2021,611247
316,Cataluña,Barcelona,65 y más,Españoles,Mujeres,2020,609089
317,Cataluña,Barcelona,65 y más,Españoles,Mujeres,2019,601342
318,Cataluña,Barcelona,65 y más,Extranjeros,Hombres,2021,13434
319,Cataluña,Barcelona,65 y más,Extranjeros,Hombres,2020,13124
320,Cataluña,Barcelona,65 y más,Extranjeros,Hombres,2019,11467
321,Cataluña,Barcelona,65 y más,Extranjeros,Mujeres,2021,18292
322,Cataluña,Barcelona,65 y más,Extranjeros,Mujeres,2020,18381
323,Cataluña,Barcelona,65 y más,Extranjeros,Mujeres,2019,16059
324,País Vasco,Bizkaia,0-15 años,Españoles,Hombres,2021,73949
325,País Vasco,Bizkaia,0-15 años,Españoles,Hombres,2020,75820
326,País Vasco,Bizkaia,0-15 años,Españoles,Hombres,2019,76997
327,País Vasco,Bizkaia,0-15 años,Españoles,Mujeres,2021,69988
328,País Vasco,Bizkaia,0-15 años,Españoles,Mujeres,2020,71793
329,País Vasco,Bizkaia,0-15 años,Españoles,Mujeres,2019,73069
330,País Vasco,Bizkaia,0-15 años,Extranjeros,Hombres,2021,6874
331,País Vasco,Bizkaia,0-15 años,Extranjeros,Hombres,2020,6671
332,País Vasco,Bizkaia,0-15 años,Extranjeros,Hombres,2019,5979
333,País Vasco,Bizkaia,0-15 años,Extranjeros,Mujeres,2021,6277
334,País Vasco,Bizkaia,0-15 años,Extranjeros,Mujeres,2020,6109
335,País Vasco,Bizkaia,0-15 años,Extranjeros,Mujeres,2019,5643
336,País Vasco,Bizkaia,16-64 años,Españoles,Hombres,2021,326914
337,País Vasco,Bizkaia,16-64 años,Españoles,Hombres,2020,329974
338,País Vasco,Bizkaia,16-64 años,Españoles,Hombres,2019,331539
339,País Vasco,Bizkaia,16-64 años,Españoles,Mujeres,2021,327857
340,País Vasco,Bizkaia,16-64 años,Españoles,Mujeres,2020,330830
341,País Vasco,Bizkaia,16-64 años,Españoles,Mujeres,2019,332647
342,País Vasco,Bizkaia,16-64 años,Extranjeros,Hombres,2021,36959
343,País Vasco,Bizkaia,16-64 años,Extranjeros,Hombres,2020,35887
344,País Vasco,Bizkaia,16-64 años,Extranjeros,Hombres,2019,31962
345,País Vasco,Bizkaia,16-64 años,Extranjeros,Mujeres,2021,37062
346,País Vasco,Bizkaia,16-64 años,Extranjeros,Mujeres,2020,36621
347,País Vasco,Bizkaia,16-64 años,Extranjeros,Mujeres,2019,32635
348,País Vasco,Bizkaia,65 y más,Españoles,Hombres,2021,111756
349,País Vasco,Bizkaia,65 y más,Españoles,Hombres,2020,110539
350,País Vasco,Bizkaia,65 y más,Españoles,Hombres,2019,108966
351,País Vasco,Bizkaia,65 y más,Españoles,Mujeres,2021,154263
352,País Vasco,Bizkaia,65 y más,Españoles,Mujeres,2020,152936
353,País Vasco,Bizkaia,65 y más,Españoles,Mujeres,2019,151255
354,País Vasco,Bizkaia,65 y más,Extranjeros,Hombres,2021,964
355,País Vasco,Bizkaia,65 y más,Extranjeros,Hombres,2020,907
356,País Vasco,Bizkaia,65 y más,Extranjeros,Hombres,2019,769
357,País Vasco,Bizkaia,65 y más,Extranjeros,Mujeres,2021,1471
358,País Vasco,Bizkaia,65 y más,Extranjeros,Mujeres,2020,1356
