,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
161,País Vasco,Araba/Álava,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,19.5
162,País Vasco,Araba/Álava,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,57.9
163,País Vasco,Araba/Álava,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,53.1
164,País Vasco,Araba/Álava,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,54.1
165,País Vasco,Araba/Álava,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,54.2
166,País Vasco,Araba/Álava,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,50.2
167,País Vasco,Araba/Álava,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,51.4
168,Asturias,Asturias,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,11.6
169,Asturias,Asturias,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,11.1
170,Asturias,Asturias,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,13.0
171,Asturias,Asturias,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,3.3
172,Asturias,Asturias,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,3.2
173,Asturias,Asturias,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,3.8
174,Asturias,Asturias,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,49.1
175,Asturias,Asturias,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,48.8
176,Asturias,Asturias,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,50.9
177,Asturias,Asturias,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,46.9
178,Asturias,Asturias,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,46.9
179,Asturias,Asturias,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,49.0
180,Asturias,Asturias,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,43.2
181,Asturias,Asturias,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,43.3
182,Asturias,Asturias,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,46.0
183,Asturias,Asturias,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,41.1
184,Asturias,Asturias,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,41.5
185,Asturias,Asturias,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,44.1
186,Asturias,Asturias,F. Construcción,Empleo total (miles de personas),2021,28.4
187,Asturias,Asturias,F. Construcción,Empleo total (miles de personas),2020,26.9
188,Asturias,Asturias,F. Construcción,Empleo total (miles de personas),2019,28.2
189,Asturias,Asturias,F. Construcción,Empleo asalariado (miles de personas),2021,23.9
190,Asturias,Asturias,F. Construcción,Empleo asalariado (miles de personas),2020,23.1
191,Asturias,Asturias,F. Construcción,Empleo asalariado (miles de personas),2019,23.7
192,Asturias,Asturias,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,120.3
193,Asturias,Asturias,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,119.5
194,Asturias,Asturias,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,128.8
195,Asturias,Asturias,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,90.0
196,Asturias,Asturias,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,89.4
197,Asturias,Asturias,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,98.5
198,Asturias,Asturias,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,51.3
199,Asturias,Asturias,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,50.9
200,Asturias,Asturias,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,54.1
201,Asturias,Asturias,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,42.5
202,Asturias,Asturias,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,40.7
203,Asturias,Asturias,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,44.0
204,Asturias,Asturias,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,126.3
205,Asturias,Asturias,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,122.8
206,Asturias,Asturias,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,124.6
207,Asturias,Asturias,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,115.9
208,Asturias,Asturias,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,111.4
209,Asturias,Asturias,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,113.0
210,Castilla y León,Ávila,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,6.3
211,Castilla y León,Ávila,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,6.3
212,Castilla y León,Ávila,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,5.3
213,Castilla y León,Ávila,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,2.8
214,Castilla y León,Ávila,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,2.7
215,Castilla y León,Ávila,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,2.2
216,Castilla y León,Ávila,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,3.9
217,Castilla y León,Ávila,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,4.1
218,Castilla y León,Ávila,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,4.2
