,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
922,Andalucía,Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,105.1
923,Andalucía,Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,106.1
924,Castilla-La Mancha,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,2.1
925,Castilla-La Mancha,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,2.1
926,Castilla-La Mancha,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,2.1
927,Castilla-La Mancha,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,1.2
928,Castilla-La Mancha,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,1.0
929,Castilla-La Mancha,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,0.9
930,Castilla-La Mancha,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,13.1
931,Castilla-La Mancha,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,12.7
932,Castilla-La Mancha,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,13.2
933,Castilla-La Mancha,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,12.4
934,Castilla-La Mancha,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,12.2
935,Castilla-La Mancha,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,12.7
936,Castilla-La Mancha,Guadalajara,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,11.8
937,Castilla-La Mancha,Guadalajara,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,11.4
938,Castilla-La Mancha,Guadalajara,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,12.0
939,Castilla-La Mancha,Guadalajara,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,11.1
940,Castilla-La Mancha,Guadalajara,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,10.9
941,Castilla-La Mancha,Guadalajara,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,11.5
942,Castilla-La Mancha,Guadalajara,F. Construcción,Empleo total (miles de personas),2021,5.7
943,Castilla-La Mancha,Guadalajara,F. Construcción,Empleo total (miles de personas),2020,5.9
944,Castilla-La Mancha,Guadalajara,F. Construcción,Empleo total (miles de personas),2019,6.6
945,Castilla-La Mancha,Guadalajara,F. Construcción,Empleo asalariado (miles de personas),2021,4.8
946,Castilla-La Mancha,Guadalajara,F. Construcción,Empleo asalariado (miles de personas),2020,4.9
947,Castilla-La Mancha,Guadalajara,F. Construcción,Empleo asalariado (miles de personas),2019,5.6
948,Castilla-La Mancha,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,23.3
949,Castilla-La Mancha,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,23.1
950,Castilla-La Mancha,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,24.6
951,Castilla-La Mancha,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,17.2
952,Castilla-La Mancha,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,17.1
953,Castilla-La Mancha,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,17.7
954,Castilla-La Mancha,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,15.1
955,Castilla-La Mancha,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,14.2
956,Castilla-La Mancha,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,14.6
957,Castilla-La Mancha,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,13.1
958,Castilla-La Mancha,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,11.8
959,Castilla-La Mancha,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,12.3
960,Castilla-La Mancha,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,29.5
961,Castilla-La Mancha,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,29.2
962,Castilla-La Mancha,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,28.2
963,Castilla-La Mancha,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,26.5
964,Castilla-La Mancha,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,26.2
965,Castilla-La Mancha,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,25.6
966,Andalucía,Huelva,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,32.1
967,Andalucía,Huelva,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,33.6
968,Andalucía,Huelva,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,34.9
969,Andalucía,Huelva,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,28.1
970,Andalucía,Huelva,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,28.8
971,Andalucía,Huelva,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,29.4
972,Andalucía,Huelva,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,14.1
973,Andalucía,Huelva,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,14.4
974,Andalucía,Huelva,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,14.4
975,Andalucía,Huelva,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,13.1
976,Andalucía,Huelva,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,13.5
977,Andalucía,Huelva,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,13.6
978,Andalucía,Huelva,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,10.2
979,Andalucía,Huelva,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,10.5
980,Andalucía,Huelva,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,10.6
981,Andalucía,Huelva,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,9.2
982,Andalucía,Huelva,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,9.6
983,Andalucía,Huelva,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,9.8
984,Andalucía,Huelva,F. Construcción,Empleo total (miles de personas),2021,10.8
985,Andalucía,Huelva,F. Construcción,Empleo total (miles de personas),2020,10.3
986,Andalucía,Huelva,F. Construcción,Empleo total (miles de personas),2019,10.6
987,Andalucía,Huelva,F. Construcción,Empleo asalariado (miles de personas),2021,9.1
988,Andalucía,Huelva,F. Construcción,Empleo asalariado (miles de personas),2020,8.5
989,Andalucía,Huelva,F. Construcción,Empleo asalariado (miles de personas),2019,8.5
990,Andalucía,Huelva,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,49.0
991,Andalucía,Huelva,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,48.7
992,Andalucía,Huelva,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,50.6
993,Andalucía,Huelva,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,37.0
994,Andalucía,Huelva,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,37.7
995,Andalucía,Huelva,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,40.2
996,Andalucía,Huelva,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,18.0
997,Andalucía,Huelva,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,17.5
998,Andalucía,Huelva,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,18.2
999,Andalucía,Huelva,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,14.7
1000,Andalucía,Huelva,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,14.1
1001,Andalucía,Huelva,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,14.8
1002,Andalucía,Huelva,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,56.6
1003,Andalucía,Huelva,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,56.7
1004,Andalucía,Huelva,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,57.2
1005,Andalucía,Huelva,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,51.9
1006,Andalucía,Huelva,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,51.2
1007,Andalucía,Huelva,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,52.2
1008,Aragón,Huesca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,14.1
1009,Aragón,Huesca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,14.6
1010,Aragón,Huesca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,15.3
1011,Aragón,Huesca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,6.6
1012,Aragón,Huesca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,6.5
1013,Aragón,Huesca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,6.7
1014,Aragón,Huesca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,12.2
1015,Aragón,Huesca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,11.1
1016,Aragón,Huesca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,11.4
1017,Aragón,Huesca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,11.4
1018,Aragón,Huesca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,10.5
1019,Aragón,Huesca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,10.8
1020,Aragón,Huesca,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,11.1
1021,Aragón,Huesca,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,10.1
1022,Aragón,Huesca,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,10.2
1023,Aragón,Huesca,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,10.3
1024,Aragón,Huesca,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,9.5
1025,Aragón,Huesca,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,9.7
1026,Aragón,Huesca,F. Construcción,Empleo total (miles de personas),2021,8.9
1027,Aragón,Huesca,F. Construcción,Empleo total (miles de personas),2020,8.6
1028,Aragón,Huesca,F. Construcción,Empleo total (miles de personas),2019,7.2
1029,Aragón,Huesca,F. Construcción,Empleo asalariado (miles de personas),2021,7.4
1030,Aragón,Huesca,F. Construcción,Empleo asalariado (miles de personas),2020,7.4
1031,Aragón,Huesca,F. Construcción,Empleo asalariado (miles de personas),2019,5.9
1032,Aragón,Huesca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,26.2
1033,Aragón,Huesca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,27.3
1034,Aragón,Huesca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,29.5
1035,Aragón,Huesca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,20.4
1036,Aragón,Huesca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,21.2
1037,Aragón,Huesca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,24.3
1038,Aragón,Huesca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,10.2
1039,Aragón,Huesca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,10.2
1040,Aragón,Huesca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,10.6
1041,Aragón,Huesca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,7.9
1042,Aragón,Huesca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,7.9
1043,Aragón,Huesca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,8.4
1044,Aragón,Huesca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,29.0
1045,Aragón,Huesca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,27.9
1046,Aragón,Huesca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,27.8
1047,Aragón,Huesca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,26.7
1048,Aragón,Huesca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,25.7
1049,Aragón,Huesca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,25.5
1050,Andalucía,Jaén,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,26.4
1051,Andalucía,Jaén,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,24.4
1052,Andalucía,Jaén,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,25.4
1053,Andalucía,Jaén,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,20.1
1054,Andalucía,Jaén,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,18.3
1055,Andalucía,Jaén,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,19.2
1056,Andalucía,Jaén,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,25.9
1057,Andalucía,Jaén,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,25.9
1058,Andalucía,Jaén,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,26.3
1059,Andalucía,Jaén,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,24.0
1060,Andalucía,Jaén,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,24.1
1061,Andalucía,Jaén,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,24.6
1062,Andalucía,Jaén,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,22.9
1063,Andalucía,Jaén,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,23.2
1064,Andalucía,Jaén,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,23.6
1065,Andalucía,Jaén,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,21.1
1066,Andalucía,Jaén,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,21.5
1067,Andalucía,Jaén,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,21.9
1068,Andalucía,Jaén,F. Construcción,Empleo total (miles de personas),2021,13.3
1069,Andalucía,Jaén,F. Construcción,Empleo total (miles de personas),2020,12.0
1070,Andalucía,Jaén,F. Construcción,Empleo total (miles de personas),2019,11.5
1071,Andalucía,Jaén,F. Construcción,Empleo asalariado (miles de personas),2021,10.8
1072,Andalucía,Jaén,F. Construcción,Empleo asalariado (miles de personas),2020,9.9
1073,Andalucía,Jaén,F. Construcción,Empleo asalariado (miles de personas),2019,9.5
1074,Andalucía,Jaén,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,52.8
1075,Andalucía,Jaén,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,52.9
1076,Andalucía,Jaén,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,56.2
1077,Andalucía,Jaén,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,37.6
1078,Andalucía,Jaén,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,37.2
1079,Andalucía,Jaén,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,41.1
1080,Andalucía,Jaén,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,20.7
1081,Andalucía,Jaén,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,20.2
1082,Andalucía,Jaén,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,21.3
1083,Andalucía,Jaén,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,16.9
1084,Andalucía,Jaén,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,16.4
1085,Andalucía,Jaén,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,17.4
1086,Andalucía,Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,73.0
1087,Andalucía,Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,72.4
